issue_id,user_id,node_id,rank
i1,u68,v4,-2
i1,u68,v5,0
i1,u68,o1,-2
i1,u68,o2,2
i1,u68,o3,2
i1,u68,o4,2
i1,u68,o5,-2
i1,u68,p1,1
i1,u68,p2,0
i1,u68,p3,-1
i1,u68,p4,-1
i1,u68,p5,0
i1,u68,p6,-2
i1,u68,p7,2
i1,u68,p8,1
i1,u69,v1,-2
i1,u69,v2,2
i1,u69,v3,1
i1,u69,v4,2
i1,u69,v5,-1
i1,u69,o1,0
i1,u69,o2,-2
i1,u69,o3,1
i1,u69,o4,1
i1,u69,o5,-1
i1,u69,p1,-1
i1,u69,p2,2
i1,u69,p3,0
i1,u69,p4,1
i1,u69,p5,-1
i1,u69,p6,-2
i1,u69,p7,0
i1,u69,p8,0
i1,u70,v1,2
i1,u70,v2,-1
i1,u70,v3,1
i1,u70,v4,-2
i1,u70,v5,1
i1,u70,o1,2
i1,u70,o2,1
i1,u70,o3,2
i1,u70,o4,-1
i1,u70,o5,-1
i1,u70,p1,-2
i1,u70,p2,-1
i1,u70,p3,-2
i1,u70,p4,1
i1,u70,p5,-2
i1,u70,p6,2
i1,u70,p7,2
i1,u70,p8,-2
i1,u71,v1,1
i1,u71,v2,1
i1,u71,v3,-1
i1,u71,v4,0
i1,u71,v5,0
i1,u71,o1,-2
i1,u71,o2,1
i1,u71,o3,1
i1,u71,o4,-1
i1,u71,o5,2
i1,u71,p1,1
i1,u71,p2,1
i1,u71,p3,0
i1,u71,p4,2
i1,u71,p5,1
i1,u71,p6,-1
i1,u71,p7,-1
i1,u71,p8,-1
i1,u72,v1,-2
i1,u72,v2,1
i1,u72,v3,-1
i1,u72,v4,-2
i1,u72,v5,-1
i1,u72,o1,0
i1,u72,o2,-1
i1,u72,o3,-2
i1,u72,o4,-1
i1,u72,o5,-1
i1,u72,p1,1
i1,u72,p2,0
i1,u72,p3,2
i1,u72,p4,-1
i1,u72,p5,1
i1,u72,p6,2
i1,u72,p7,1
i1,u72,p8,-2
i1,u73,v1,1
i1,u73,v2,0
i1,u73,v3,-2
i1,u73,v4,0
i1,u73,v5,-2
i1,u73,o1,0
i1,u73,o2,-1
i1,u73,o3,2
i1,u73,o4,-1
i1,u73,o5,2
i1,u73,p1,1
i1,u73,p2,-2
i1,u73,p3,0
i1,u73,p4,0
i1,u73,p5,1
i1,u73,p6,0
i1,u73,p7,2
i1,u73,p8,-1
i1,u74,v1,0
i1,u74,v2,1
i1,u74,v3,2
i1,u74,v4,1
i1,u74,v5,1
i1,u74,o1,-2
i1,u74,o2,0
i1,u74,o3,-1
i1,u74,o4,-2
i1,u74,o5,-1
i1,u74,p1,2
i1,u74,p2,1
i1,u74,p3,2
i1,u74,p4,-2
i1,u74,p5,-1
i1,u74,p6,-1
i1,u74,p7,-2
i1,u74,p8,2
i1,u75,v1,0
i1,u75,v2,-2
i1,u75,v3,2
i1,u75,v4,0
i1,u75,v5,-1
i1,u75,o1,2
i1,u75,o2,0
i1,u75,o3,1
i1,u75,o4,0
i1,u75,o5,-1
i1,u75,p1,1
i1,u75,p2,1
i1,u75,p3,1
i1,u75,p4,0
i1,u75,p5,2
i1,u75,p6,1
i1,u75,p7,-1
i1,u75,p8,0
i1,u76,v1,0
i1,u76,v2,-2
i1,u76,v3,-2
i1,u76,v4,1
i1,u76,v5,1
i1,u76,o1,1
i1,u76,o2,1
i1,u76,o3,1
i1,u76,o4,2
i1,u76,o5,-1
i1,u76,p1,-2
i1,u76,p2,1
i1,u76,p3,0
i1,u76,p4,1
i1,u76,p5,0
i1,u76,p6,-2
i1,u76,p7,-2
i1,u76,p8,0
i1,u77,v1,1
i1,u77,v2,-1
i1,u77,v3,1
i1,u77,v4,1
i1,u77,v5,0
i1,u77,o1,-2
i1,u77,o2,2
i1,u77,o3,1
i1,u77,o4,-2
i1,u77,o5,1
i1,u77,p1,0
i1,u77,p2,2
i1,u77,p3,2
i1,u77,p4,2
i1,u77,p5,-1
i1,u77,p6,-1
i1,u77,p7,2
i1,u77,p8,2
i1,u78,v1,1
i1,u78,v2,1
i1,u78,v3,-1
i1,u78,v4,-2
i1,u78,v5,-2
i1,u78,o1,-1
i1,u78,o2,-1
i1,u78,o3,1
i1,u78,o4,0
i1,u78,o5,-1
i1,u78,p1,1
i1,u78,p2,-1
i1,u78,p3,2
i1,u78,p4,0
i1,u78,p5,-1
i1,u78,p6,1
i1,u78,p7,0
i1,u78,p8,1
i1,u79,v1,-1
i1,u79,v2,0
i1,u79,v3,0
i1,u79,v4,1
i1,u79,v5,1
i1,u79,o1,0
i1,u79,o2,2
i1,u79,o3,2
i1,u79,o4,-1
i1,u79,o5,0
i1,u79,p1,-2
i1,u79,p2,-1
i1,u79,p3,-1
i1,u79,p4,-2
i1,u79,p5,1
i1,u79,p6,-1
i1,u79,p7,0
i1,u79,p8,-2
i1,u80,v1,2
i1,u80,v2,-1
i1,u80,v3,-2
i1,u80,v4,2
i1,u80,v5,-2
i1,u80,o1,-2
i1,u80,o2,-1
i1,u80,o3,2
i1,u80,o4,-1
i1,u80,o5,1
i1,u80,p1,-2
i1,u80,p2,-1
i1,u80,p3,2
i1,u80,p4,-2
i1,u80,p5,-1
i1,u80,p6,2
i1,u80,p7,-2
i1,u80,p8,2
i1,u81,v1,0
i1,u81,v2,-2
i1,u81,v3,2
i1,u81,v4,2
i1,u81,v5,0
i1,u81,o1,2
i1,u81,o2,-2
i1,u81,o3,-2
i1,u81,o4,-1
i1,u81,o5,2
i1,u81,p1,2
i1,u81,p2,2
i1,u81,p3,-2
i1,u81,p4,0
i1,u81,p5,2
i1,u81,p6,-2
i1,u81,p7,1
i1,u81,p8,1
i1,u82,v1,2
i1,u82,v2,0
i1,u82,v3,0
i1,u82,v4,-2
i1,u82,v5,2
i1,u82,o1,-1
i1,u82,o2,-2
i1,u82,o3,-1
i1,u82,o4,2
i1,u82,o5,-1
i1,u82,p1,2
i1,u82,p2,-2
i1,u82,p3,2
i1,u82,p4,2
i1,u82,p5,0
i1,u82,p6,1
i1,u82,p7,-1
i1,u82,p8,1
i1,u83,v1,-1
i1,u83,v2,2
i1,u83,v3,-2
i1,u83,v4,-1
i1,u83,v5,-1
i1,u83,o1,-2
i1,u83,o2,1
i1,u83,o3,1
i1,u83,o4,-1
i1,u83,o5,0
i1,u83,p1,0
i1,u83,p2,1
i1,u83,p3,2
i1,u83,p4,0
i1,u83,p5,0
i1,u83,p6,-2
i1,u83,p7,-1
i1,u83,p8,1
i1,u84,v1,-1
i1,u84,v2,2
i1,u84,v3,-1
i1,u84,v4,-1
i1,u84,v5,-2
i1,u84,o1,-2
i1,u84,o2,1
i1,u84,o3,1
i1,u84,o4,-2
i1,u84,o5,-1
i1,u84,p1,1
i1,u84,p2,2
i1,u84,p3,-1
i1,u84,p4,1
i1,u84,p5,-2
i1,u84,p6,0
i1,u84,p7,-1
i1,u84,p8,2
i1,u85,v1,1
i1,u85,v2,0
i1,u85,v3,0
i1,u85,v4,2
i1,u85,v5,-2
i1,u85,o1,2
i1,u85,o2,2
i1,u85,o3,-2
i1,u85,o4,-2
i1,u85,o5,2
i1,u85,p1,-1
i1,u85,p2,-2
i1,u85,p3,0
i1,u85,p4,1
i1,u85,p5,-1
i1,u85,p6,-1
i1,u85,p7,-2
i1,u85,p8,0
i1,u86,v1,-1
i1,u86,v2,-1
i1,u86,v3,-2
i1,u86,v4,-2
i1,u86,v5,1
i1,u86,o1,1
i1,u86,o2,0
i1,u86,o3,-2
i1,u86,o4,-2
i1,u86,o5,0
i1,u86,p1,1
i1,u86,p2,-1
i1,u86,p3,1
i1,u86,p4,2
i1,u86,p5,1
i1,u86,p6,-1
i1,u86,p7,1
i1,u86,p8,2
i1,u87,v1,2
i1,u87,v2,-1
i1,u87,v3,-2
i1,u87,v4,-2
i1,u87,v5,0
i1,u87,o1,0
i1,u87,o2,-1
i1,u87,o3,-1
i1,u87,o4,-1
i1,u87,o5,0
i1,u87,p1,-2
i1,u87,p2,2
i1,u87,p3,-2
i1,u87,p4,-2
i1,u87,p5,2
i1,u87,p6,2
i1,u87,p7,-2
i1,u87,p8,2
i1,u88,v1,-2
i1,u88,v2,-2
i1,u88,v3,1
i1,u88,v4,2
i1,u88,v5,-2
i1,u88,o1,1
i1,u88,o2,1
i1,u88,o3,-1
i1,u88,o4,-2
i1,u88,o5,-2
i1,u88,p1,2
i1,u88,p2,0
i1,u88,p3,2
i1,u88,p4,2
i1,u88,p5,0
i1,u88,p6,0
i1,u88,p7,2
i1,u88,p8,2
i1,u89,v1,-2
i1,u89,v2,2
i1,u89,v3,-2
i1,u89,v4,2
i1,u89,v5,2
i1,u89,o1,-1
i1,u89,o2,-1
i1,u89,o3,0
i1,u89,o4,0
i1,u89,o5,2
i1,u89,p1,1
i1,u89,p2,0
i1,u89,p3,2
i1,u89,p4,1
i1,u89,p5,2
i1,u89,p6,1
i1,u89,p7,0
i1,u89,p8,0
i1,u90,v1,-1
i1,u90,v2,0
i1,u90,v3,0
i1,u90,v4,1
i1,u90,v5,1
i1,u90,o1,2
i1,u90,o2,2
i1,u90,o3,2
i1,u90,o4,2
i1,u90,o5,2
i1,u90,p1,2
i1,u90,p2,-1
i1,u90,p3,1
i1,u90,p4,-2
i1,u90,p5,-1
i1,u90,p6,-1
i1,u90,p7,0
i1,u90,p8,1
i1,u91,v1,1
i1,u91,v2,-1
i1,u91,v3,0
i1,u91,v4,-1
i1,u91,v5,1
i1,u91,o1,1
i1,u91,o2,1
i1,u91,o3,2
i1,u91,o4,0
i1,u91,o5,0
i1,u91,p1,2
i1,u91,p2,-2
i1,u91,p3,2
i1,u91,p4,-2
i1,u91,p5,0
i1,u91,p6,-1
i1,u91,p7,1
i1,u91,p8,-1
i1,u92,v1,2
i1,u92,v2,0
i1,u92,v3,-1
i1,u92,v4,0
i1,u92,v5,0
i1,u92,o1,2
i1,u92,o2,-1
i1,u92,o3,-2
i1,u92,o4,-2
i1,u92,o5,1
i1,u92,p1,0
i1,u92,p2,-2
i1,u92,p3,0
i1,u92,p4,2
i1,u92,p5,-2
i1,u92,p6,-2
i1,u92,p7,1
i1,u92,p8,2
i1,u93,v1,1
i1,u93,v2,-1
i1,u93,v3,0
i1,u93,v4,0
i1,u93,v5,-1
i1,u93,o1,-2
i1,u93,o2,0
i1,u93,o3,2
i1,u93,o4,-2
i1,u93,o5,-2
i1,u93,p1,-1
i1,u93,p2,-2
i1,u93,p3,1
i1,u93,p4,-1
i1,u93,p5,-1
i1,u93,p6,-1
i1,u93,p7,1
i1,u93,p8,0
i1,u94,v1,1
i1,u94,v2,-2
i1,u94,v3,-2
i1,u94,v4,-1
i1,u94,v5,-2
i1,u94,o1,0
i1,u94,o2,-2
i1,u94,o3,-2
i1,u94,o4,-2
i1,u94,o5,0
i1,u94,p1,-2
i1,u94,p2,1
i1,u94,p3,1
i1,u94,p4,0
i1,u94,p5,1
i1,u94,p6,0
i1,u94,p7,0
i1,u94,p8,-1
i1,u95,v1,2
i1,u95,v2,1
i1,u95,v3,-1
i1,u95,v4,0
i1,u95,v5,2
i1,u95,o1,0
i1,u95,o2,1
i1,u95,o3,2
i1,u95,o4,-1
i1,u95,o5,0
i1,u95,p1,0
i1,u95,p2,1
i1,u95,p3,-1
i1,u95,p4,1
i1,u95,p5,-1
i1,u95,p6,1
i1,u95,p7,0
i1,u95,p8,1
i1,u96,v1,1
i1,u96,v2,-1
i1,u96,v3,-2
i1,u96,v4,-2
i1,u96,v5,2
i1,u96,o1,2
i1,u96,o2,2
i1,u96,o3,0
i1,u96,o4,-2
i1,u96,o5,2
i1,u96,p1,2
i1,u96,p2,-2
i1,u96,p3,-1
i1,u96,p4,1
i1,u96,p5,-1
i1,u96,p6,-2
i1,u96,p7,0
i1,u96,p8,0
i1,u97,v1,2
i1,u97,v2,2
i1,u97,v3,-1
i1,u97,v4,0
i1,u97,v5,-2
i1,u97,o1,-1
i1,u97,o2,2
i1,u97,o3,1
i1,u97,o4,2
i1,u97,o5,0
i1,u97,p1,1
i1,u97,p2,2
i1,u97,p3,-2
i1,u97,p4,1
i1,u97,p5,0
i1,u97,p6,-1
i1,u97,p7,1
i1,u97,p8,2
i1,u98,v1,-2
i1,u98,v2,-1
i1,u98,v3,1
i1,u98,v4,-1
i1,u98,v5,-2
i1,u98,o1,-2
i1,u98,o2,1
i1,u98,o3,2
i1,u98,o4,-2
i1,u98,o5,-1
i1,u98,p1,2
i1,u98,p2,-1
i1,u98,p3,0
i1,u98,p4,2
i1,u98,p5,0
i1,u98,p6,-1
i1,u98,p7,-2
i1,u98,p8,2
i1,u99,v1,-1
i1,u99,v2,1
i1,u99,v3,1
i1,u99,v4,1
i1,u99,v5,0
i1,u99,o1,-2
i1,u99,o2,-2
i1,u99,o3,0
i1,u99,o4,2
i1,u99,o5,2
i1,u99,p1,0
i1,u99,p2,-1
i1,u99,p3,1
i1,u99,p4,0
i1,u99,p5,-2
i1,u99,p6,2
i1,u99,p7,0
i1,u99,p8,1
